CFSAUID,PRUID_fire,PRNAME_fire,LANDAREA_fire,num_wildfires,total_area_burned,avg_area_burned,years_with_fires,fires_per_100km2,burned_percent,PRUID_wind,PRNAME_wind,LANDAREA_wind,num_wind_events,num_tornadoes,avg_max_wind,max_max_wind,avg_path_length_km,avg_path_width_m,wind_events_per_100km2,risk_cluster,risk_label
T7A,48,Alberta,2176.0102,20,1891.7,94.585,11,0.9191133387150482,86.93433514236284,48,Alberta,2176.0102,1,1,190.0,190.0,3.36,600.0,0.0459556669357524,0,Low
T7E,48,Alberta,8054.354,54,2858.5,52.93518518518518,16,0.6704448302123298,35.49012124373972,48,Alberta,8054.354,1,0,145.0,145.0,,,0.012415645003932,0,Low
T9S,48,Alberta,2102.1672,26,1324.0,50.92307692307692,15,1.2368188410512733,62.98262098276484,48,Alberta,2102.1672,1,1,,,,,0.0475699554250489,0,Low
V0A,59,British Columbia / Colombie-Britannique,20695.6446,297,77145.154,259.7479932659933,20,1.4350845588061558,372.7603343169123,59,British Columbia / Colombie-Britannique,20695.6446,1,0,145.0,145.0,,,0.0048319345414348,0,Low
V0C,59,British Columbia / Colombie-Britannique,322135.9905,1040,1525237.567840915,1466.5745844624182,20,0.3228450190820885,473.47629970607545,59,British Columbia / Colombie-Britannique,322135.9905,22,1,156.75,190.0,7.45,380.0,0.006829413865198,0,Low
V0E,59,British Columbia / Colombie-Britannique,48020.3801,539,138337.323,256.6555157699444,21,1.1224400949712598,288.080441495714,59,British Columbia / Colombie-Britannique,48020.3801,2,0,,,,,0.0041648983115816,0,Low
V0H,59,British Columbia / Colombie-Britannique,9878.8119,143,58627.9,409.9853146853147,16,1.4475424924327185,593.4711642803928,59,British Columbia / Colombie-Britannique,9878.8119,4,0,115.0,115.0,,,0.040490699089027,0,Low
V0J,59,British Columbia / Colombie-Britannique,175022.1807,623,1052236.1,1688.9825040128412,19,0.355954883837189,601.2015710189355,59,British Columbia / Colombie-Britannique,175022.1807,3,2,145.0,145.0,4.68,150.0,0.0017140684614952,0,Low
V0K,59,British Columbia / Colombie-Britannique,35795.9575,499,327535.1,656.3829659318637,20,1.394012159054553,915.005835505308,59,British Columbia / Colombie-Britannique,35795.9575,2,0,,,,,0.0055872230823829,0,Low
V0N,59,British Columbia / Colombie-Britannique,21444.9524,138,27652.2,200.3782608695652,15,0.6435080732564368,128.94502857464957,59,British Columbia / Colombie-Britannique,21444.9524,1,1,115.0,115.0,0.7,130.0,0.0046631019801191,0,Low
V0X,59,British Columbia / Colombie-Britannique,10636.4799,114,98914.1,867.6675438596492,17,1.071783156380524,929.9514588468314,59,British Columbia / Colombie-Britannique,10636.4799,1,0,,,,,0.0094016066349168,0,Low
V1E,59,British Columbia / Colombie-Britannique,456.3422,1,2.1,2.1,1,0.2191337991533546,0.4601809782220448,59,British Columbia / Colombie-Britannique,456.3422,1,0,,,,,0.2191337991533546,0,Low
V1G,59,British Columbia / Colombie-Britannique,9955.2594,45,92156.5,2047.9222222222224,12,0.452022375228113,925.7066671713244,59,British Columbia / Colombie-Britannique,9955.2594,2,0,,,,,0.0200898833434716,0,Low
V1J,59,British Columbia / Colombie-Britannique,181.1558,7,47.7,6.814285714285715,4,3.864077219719159,26.330926197229125,59,British Columbia / Colombie-Britannique,181.1558,1,1,130.0,130.0,3.08,80.0,0.5520110313884513,0,Low
V1Z,59,British Columbia / Colombie-Britannique,818.1401,25,5122.8,204.912,9,3.055711362882714,626.1519267910228,59,British Columbia / Colombie-Britannique,818.1401,3,0,,,,,0.3666853635459257,0,Low
V2J,59,British Columbia / Colombie-Britannique,21541.319,165,859506.3,5209.129090909091,19,0.7659698089982327,3990.035614810774,59,British Columbia / Colombie-Britannique,21541.319,4,2,128.75,145.0,5.21,315.0,0.0185689650666238,0,Low
V2R,59,British Columbia / Colombie-Britannique,241.2295,3,3.2,1.0666666666666669,3,1.2436289923081547,1.326537591795365,59,British Columbia / Colombie-Britannique,241.2295,1,0,,,,,0.4145429974360516,0,Low
V4S,59,British Columbia / Colombie-Britannique,169.696,3,6.9,2.3000000000000003,3,1.7678672449556854,4.066094663398077,59,British Columbia / Colombie-Britannique,169.696,1,1,115.0,115.0,0.3,60.0,0.5892890816518952,0,Low
V4T,59,British Columbia / Colombie-Britannique,67.2407,9,635.3,70.58888888888889,6,13.384750604916366,944.8146732559296,59,British Columbia / Colombie-Britannique,67.2407,1,0,125.0,125.0,,,1.487194511657374,0,Low
V7W,59,British Columbia / Colombie-Britannique,810.013,1,4.5,4.5,1,0.123454808749983,0.5555466393749235,59,British Columbia / Colombie-Britannique,810.013,1,1,95.0,95.0,3.86,310.0,0.123454808749983,0,Low
V9J,59,British Columbia / Colombie-Britannique,187.5907,1,4.0,4.0,1,0.5330754669607821,2.1323018678431285,59,British Columbia / Colombie-Britannique,187.5907,1,0,,,,,0.5330754669607821,0,Low
X0E,61,Northwest Territories / Territoires du Nord-Ouest,920802.8987,1893,6479341.476576458,3422.790003474093,21,0.2055814553443043,703.6621502521403,61,Northwest Territories / Territoires du Nord-Ouest,920802.8987,3,1,172.5,190.0,1.66,120.0,0.0003258026233665,1,High
Y0A,60,Yukon,158266.8753,228,1046664.90531,4590.635549605263,17,0.1440604672126233,661.329102079012,60,Yukon,158266.8753,1,0,145.0,145.0,,,0.0006318441544413,0,Low
Y0B,60,Yukon,311462.8154,538,2917623.894484813,5423.092740678091,21,0.1727333002204667,936.7487064989822,60,Yukon,311462.8154,1,0,145.0,145.0,,,0.0003210656137926,0,Low
